Date,Location,Location_Code,Average Temperature,Average Humidity,Temp_Range,Temp_Avg_3d,Humidity_Avg_3d,Insects_Lag1,Insects_Lag3,Recent_Activity,Days_Since_Cleaning,Month,Day,Season,Number of insects,New catches
2024-08-09,Imola 2,3,28.15,62.01,1.4800000000000004,27.236666666666665,64.50666666666666,0.0,0.0,0,5,8,9,Late_Summer,0.0,0.0
2024-08-10,Imola 2,3,29.41,56.91,1.5700000000000005,27.956666666666663,61.78666666666666,0.0,0.0,0,6,8,10,Late_Summer,0.0,0.0
2024-08-11,Imola 2,3,30.1,53.18,1.5199999999999996,29.22,57.36666666666667,0.0,0.0,0,7,8,11,Late_Summer,0.0,0.0
2024-08-12,Imola 2,3,30.6,50.35,1.509999999999998,30.036666666666665,53.48,0.0,0.0,0,8,8,12,Late_Summer,0.0,0.0
2024-08-13,Imola 2,3,30.08,52.12,1.8699999999999972,30.26,51.88333333333333,0.0,0.0,0,1,8,13,Late_Summer,0.0,0.0
2024-08-14,Imola 2,3,29.11,54.67,1.8100000000000025,29.93,52.38,0.0,0.0,0,2,8,14,Late_Summer,0.0,0.0
2024-08-15,Imola 2,3,26.87,64.11,1.2399999999999984,28.686666666666667,56.96666666666667,0.0,0.0,0,3,8,15,Late_Summer,0.0,0.0
2024-08-16,Imola 2,3,28.22,62.23,1.5,28.066666666666663,60.336666666666666,0.0,0.0,0,4,8,16,Late_Summer,0.0,0.0
2024-08-17,Imola 2,3,26.63,67.24,1.9800000000000004,27.24,64.52666666666666,0.0,0.0,0,5,8,17,Late_Summer,0.0,0.0
2024-08-18,Imola 2,3,25.46,67.56,1.41,26.77,65.67666666666666,0.0,0.0,1,6,8,18,Late_Summer,1.0,1.0
2024-08-19,Imola 2,3,21.62,84.26,0.879999999999999,24.570000000000004,73.02,1.0,0.0,1,7,8,19,Late_Summer,0.0,0.0
2024-08-20,Imola 2,3,22.82,89.07,1.1699999999999982,23.3,80.29666666666667,0.0,0.0,1,1,8,20,Late_Summer,0.0,0.0
2024-08-21,Imola 2,3,26.9,67.16,1.2199999999999989,23.78,80.16333333333334,0.0,1.0,0,2,8,21,Late_Summer,0.0,0.0
2024-08-22,Imola 2,3,25.71,73.51,1.259999999999998,25.14333333333333,76.58,0.0,0.0,0,3,8,22,Late_Summer,0.0,0.0
2024-08-23,Imola 2,3,22.59,92.1,0.1999999999999993,25.066666666666663,77.59000000000002,0.0,0.0,0,4,8,23,Late_Summer,0.0,0.0
2024-07-06,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,6,Mid_Summer,0.0,0.0
2024-07-07,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,7,Mid_Summer,0.0,0.0
2024-07-08,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,8,Mid_Summer,0.0,0.0
2024-07-09,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,9,Mid_Summer,0.0,0.0
2024-07-10,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,10,Mid_Summer,0.0,0.0
2024-07-11,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,11,Mid_Summer,0.0,0.0
2024-07-12,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,12,Mid_Summer,0.0,0.0
2024-07-13,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,13,Mid_Summer,0.0,0.0
2024-07-14,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,14,Mid_Summer,0.0,0.0
2024-07-15,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,15,Mid_Summer,0.0,0.0
2024-07-16,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,16,Mid_Summer,0.0,0.0
2024-07-17,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,17,Mid_Summer,0.0,0.0
2024-07-18,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,18,Mid_Summer,0.0,0.0
2024-07-19,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,19,Mid_Summer,0.0,0.0
2024-07-20,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,20,Mid_Summer,0.0,0.0
2024-07-21,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,21,Mid_Summer,0.0,0.0
2024-07-22,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,22,Mid_Summer,0.0,0.0
2024-07-23,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,23,Mid_Summer,0.0,0.0
2024-07-24,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,24,Mid_Summer,0.0,0.0
2024-07-25,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,25,Mid_Summer,0.0,0.0
2024-07-26,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,26,Mid_Summer,0.0,0.0
2024-07-27,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,27,Mid_Summer,0.0,0.0
2024-07-28,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,28,Mid_Summer,0.0,0.0
2024-07-29,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,29,Mid_Summer,0.0,0.0
2024-07-30,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,30,Mid_Summer,0.0,0.0
2024-07-31,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,7,31,Late_Summer,0.0,0.0
2024-08-01,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,8,1,Late_Summer,0.0,0.0
2024-08-02,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,8,2,Late_Summer,0.0,0.0
2024-08-03,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,8,3,Late_Summer,0.0,0.0
2024-08-04,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,8,4,Late_Summer,0.0,0.0
2024-08-05,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,8,5,Late_Summer,0.0,0.0
2024-08-06,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,8,6,Late_Summer,0.0,0.0
2024-08-07,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,8,7,Late_Summer,0.0,0.0
2024-08-08,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,8,8,Late_Summer,0.0,0.0
2024-08-09,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,8,9,Late_Summer,0.0,0.0
2024-08-10,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,8,10,Late_Summer,0.0,0.0
2024-08-11,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,8,11,Late_Summer,0.0,0.0
2024-08-12,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,8,12,Late_Summer,0.0,0.0
2024-08-13,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,8,13,Late_Summer,0.0,0.0
2024-08-14,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,8,14,Late_Summer,0.0,0.0
2024-08-15,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,8,15,Late_Summer,0.0,0.0
2024-08-16,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,8,16,Late_Summer,0.0,0.0
2024-08-17,Imola 3,4,26.89,64.88,2.080000000000002,26.89,64.88,0.0,0.0,0,0,8,17,Late_Summer,0.0,0.0
2024-08-18,Imola 3,4,25.89,64.84,1.5300000000000011,26.55666666666667,64.86666666666666,0.0,0.0,0,0,8,18,Late_Summer,0.0,0.0
2024-08-19,Imola 3,4,21.65,83.21,0.9899999999999984,24.81,70.97666666666667,0.0,0.0,0,0,8,19,Late_Summer,0.0,0.0
2024-08-20,Imola 3,4,23.0,87.47,1.2300000000000004,23.51333333333333,78.50666666666666,0.0,0.0,1,0,8,20,Late_Summer,1.0,1.0
2024-08-21,Imola 3,4,26.95,66.22,1.2799999999999976,23.866666666666664,78.96666666666665,1.0,0.0,1,0,8,21,Late_Summer,1.0,0.0
2024-08-22,Imola 3,4,25.77,72.59,1.41,25.24,75.42666666666668,1.0,0.0,1,0,8,22,Late_Summer,2.0,1.0
2024-08-23,Imola 3,4,22.74,90.89,0.1000000000000014,25.15333333333333,76.56666666666666,2.0,1.0,1,0,8,23,Late_Summer,3.0,1.0
